OBJECTID,Nousijamaa,Nimi,Lyhyt_tunn
5018,7,Saunalahdenranta,E4240
5019,0,Saunalahdentie,H1465
5020,0,Saunalahdentie,H0127
5021,46,Saunalahti,H1409
5022,27,Saunalahti,H1408
5023,379,Sauvatie,V7404
5024,72,Sauvatie,V7405
5025,279,Savela,H3221
5026,9,Savela,H3732
5027,10,Savikkatie,V6303
5028,10,Savikkatie,V6304
5029,3,Savionaalloppi,Ke0616
5030,10,Savionaalloppi,Ke0914
5031,186,Savonkatu,H2104
5032,142,Savonkatu,H2130
5033,3,Sefferinsuontie,Si1301
5034,2,Sefferinsuontie,Si1302
5035,191,Seilimäki,E2401
5036,318,Seilimäki,E2402
5037,41,Seivästie,V9501
5038,87,Seivästie,V9502
5039,1,Sementtitehtaankatu,Ke0917
5040,3,Sementtitehtaankatu,Ke0918
5041,3,Semtu,Si1720
5042,6,Semtu,Si1721
5043,0,Sepelbergen,Ki1609
5044,0,Sepelbergen,Ki1610
5045,18,Sepetlahdentie,E3108
5046,627,Sepetlahdentie,E3109
5047,36,Sepontie,Ke0116
5048,104,Seppämestarintie,H3250
5049,184,Seppämestarintie,H3249
5050,12,Sepänkannas,Ki0707
5051,1,Sepänkannas,Ki0708
5052,0,Sepänmäki,V9818
5053,22,Sepänpiha,V6492
5054,9,Sepänpiha,V6493
5055,7,Sepänrinne,V9808
5056,3,Sepänrinne,V9819
5057,13,Serena,E7937
5058,144,Serkustentie,H2333
5059,73,Seurasaari,H1302
5060,17,Seutula,V3302
5061,2,Seutula,V3315
5062,0,Seutulan kappeli,V3397
5063,29,Seutulan koulu,V3305
5064,20,Seutulan koulu,V3306
5065,0,Seutulan urheiluk.,V3398
5066,0,Seutulan urheiluk.,V3399
5067,6,Seutulan vpk,V3303
5068,3,Sibeliuksenpuisto,H1283
5069,45,Sibeliuksenpuisto,H1284
5070,7,Sibeliuksentie,Ke0414
5071,33,Sibeliuksentie,Ke0928
5072,9,Sidekuja,H3309
5073,146,Sidekuja,H3310
5074,40,Sidetie,H3329
5075,42,Sidetie,H3365
5076,78,Sidetie,H3328
5077,86,Siepporinne,V8804
5078,8,Siepporinne,V8805
5079,8,Sierakiventie,E5230
5080,2,Sierakiventie,E5231
5081,0,Sigurds,Ki1607
5082,15,Sihteerintie,H2291
5083,74,Sihteerintie,H2290
5084,0,Siikajärvenranta 14,E6911
5085,0,Siikajärvenranta 14,E6912
5086,1,Siikajärventie 126,E6908
5087,0,Siikajärventie 90,E6903
5088,76,Siikajärventie 90,E6904
5089,0,Siikajärvi,E6905
5090,2,Siikajärvi,E6906
5091,10,Siikaniemi,E6915
5092,3,Siikaranta,Ki1730
5093,30,Siikatie,V8616
5094,3,Siikatie,V8647
5095,1,Siikiläntie,Ke0702
5096,38,Siilireitti,V8301
5097,64,Siilireitti,V8302
5098,68,Siilitie 11,H4065
5099,322,Siilitie 11,H4066
5100,152,Siilitie 13,H4067
5101,145,Siilitie 13,H4069
5102,165,Siilitie 13,H4068
5103,179,Siilitie 9,H4063
5104,164,Siilitie 9,H4064
5105,1098,Siilitie(M),H4177
5106,125,Siilitie(M),H4178
5107,285,Siilitie(M),H4010
5108,2,Siilitie(M),H4011
5109,5,Siilotie,V2212
5110,0,Siilotie,V2213
5111,34,Siirakuja,V8601
5112,41,Siirakuja,V8602
5113,0,Silatie,V1008
5114,1,Silfver,V8144
5115,7,Silfver,Tu0028
5116,70,Sillankorva,E4949
5117,4,Sillankorva,E4950
5118,1,Sillankulma,Ki0743
5119,60,Siltamäen ostosk.,H3283
5120,482,Siltamäen ostosk.,H3282
5121,1,Siltamäen uimahalli,H3890
5122,10,Siltamäki,H3285
5123,61,Siltamäki,H3319
5124,124,Siltamäki,H3284
5125,1,Siltaniitynlaita,E6444
5126,0,Siltaniitynlaita,E6445
5127,14,Siltapolku,H4363
5128,52,Siltapolku,H4362
5129,28,Siltavoudinkuja,H3125
5130,117,Siltavoudinkuja,H3124
5131,10,Silvola,V1619
5132,53,Silvola,V1699
5133,2,Silvolantie,V4003
5134,4,Silvolantie,V4004
5135,0,Simakuja,H3820
5136,0,Simakuja,H3821
5137,9,Simaportti,E5236
5138,20,Simaportti,E5237
5139,70,Simonkallio,V6501
5140,168,Simonkallio,V6502
5141,138,Simonkallion koulu,V6504
5142,82,Simonkallionkuja,V6511
5143,39,Simonkallionkuja,V6512
5144,36,Simonkatu,H0232
5145,369,Simonkatu,H0231
5146,4,Simonkyläntie,V6720
5147,23,Simonkyläntie,V6721
5148,53,Simonmetsä,V6503
5149,0,Simonsilta,V6521
5150,69,Simonsilta,V6522
5151,14,Sinisiiventie,V8631
5152,30,Sinisiiventie,V8632
5153,117,Sipoonkatu,H2132
5154,0,Sipoonl. levähd.al.,Si0819
5155,1,Sipoonl. levähd.al.,Si0843
5156,5,Sipoontie,V8608
5157,111,Sipoontie,V8609
5158,9,Sipoontie,V8642
5159,85,Siriuksenpolku,V8008
5160,5,Siriuksenpolku,V8323
5161,4,Sirkushevoset,Ke0207
5162,6,Sirkushevoset,Ke0401
5163,0,Sirrikuja,H4401
5164,1,Sirrikuja,H4400
5165,40,Sisselenpolku,H4071
5166,110,Sisselenpolku,H4070
5167,0,Siuntion asema,So3002
5168,0,Sjökulla,Ki1326
5169,0,Skatantie,E4505
5170,9,Skatantie,E4506
5171,68,Skogby,E7951
5172,4,Skogby,E7958
5173,6,Skutholminkaari,H5081
5174,6,Skutholminkaari,H5082
5175,15,S-Market Konala,H1827
5176,0,Smedjeberget,Si2015
5177,46,Snellmaninkatu,H0454
5178,77,Snellmaninkatu,H0455
5179,2,Snettans,E7186
5180,6,Snettans,E7187
5181,1,Snäckens,E7925
5182,48,Snällbacka,E1441
5183,13,Snällbacka,E1442
5184,11,Sofia,H4916
5185,5,Sofianlehto,H3053
5186,33,Sofianlehto,H3054
5187,23,Sofieberg,V1812
5188,5,Sofieberg,V1813
5189,0,Soidintie,H3701
5190,71,Soidintie,H3447
5191,3,Soidintie,H3448
5192,39,Soinintie,H3303
5193,271,Soinintie,H3304
5194,3,Sointutie,H3813
5195,72,Soittajankuja,H1694
5196,105,Soittajankuja,H1695
5197,0,Soittotie,E6353
5198,0,Soittotie,E6352
5199,78,Sokerilinnantie,E1111
5200,2,Sokerilinnantie,E1113
5201,22,Sokeritehdas,Ki0713
5202,1,Sokeritehdas,Ki0734
5203,0,Sokeritehtaantie,Ki0721
5204,7,Sokeritehtaantie,Ki0724
5205,10,Sokkakuja,V5303
5206,10,Sokkakuja,V5304
5207,3,Solbacka,V3219
5208,1,Solbackantie,V3309
5209,2,Solbackantie,Si2608
5210,0,Solbergintie,Si2603
5211,1,Soliseva,E6150
5212,102,Soliseva,E6152
5213,0,Solvalla,E6938
5214,44,Solvalla,E6939
5215,5,Solvik,E6943
5216,0,Solvik,E6944
5217,2,Solvik,Ki1518
5218,0,Solvik,Ki1522
5219,1,Solvik,Ki1536
5220,0,Solvikintie,Ki1620
5221,0,Solvikintie,Ki1621
5222,0,Solvikintie 22,Ki1628
5223,0,Solåkerintie,Si0613
5224,0,Solåkerintie,Si0614
5225,86,Somerikkopolku,H3513
5226,304,Somerikkopolku,H3512
5227,1,Sommarnäsintie,Si2801
5228,2,Sonnimäki,Ki0136
5229,2,Soodakuja,H1508
5230,15,Soodakuja,H1507
5231,0,Sopukka,Si0503
5232,1,Sopukka,Si0504
5233,11,Soraharjuntie,H4371
5234,113,Soraharjuntie,H4372
5235,0,Sormuspolku,H4824
5236,10,Sorsakorventie,Ke0512
5237,35,Sorsakorventie,Ke0513
5238,6,Sorsavuorenkatu,H4712
5239,63,Sorvatie,V8501
5240,19,Sorvatie,V8502
5241,6,Sotaneuvoksentie,E1146
5242,19,Sotaneuvoksentie,E1147
5243,1,Sotatuomari,E1144
5244,13,Sotatuomari,E1145
5245,7,Sotilaskorventie,V2407
5246,8,Sotilaskorventie,V2408
5247,29,Sotilaskoti,Ki1002
5248,0,Sotilaspellontie,H1593
5249,16,Sotilaspellontie,H1592
5250,9,Sotkatie,V8121
5251,11,Sotungin koulu,V9401
5252,47,Sotungin koulu,V9402
5253,320,Sotungintie,V9424
5254,131,Sotungintie,V9425
5255,3,Sotungintie,V9428
5256,37,Soukankaari,E4120
5257,262,Soukankaari,E4121
5258,0,Soukankalliot,E4138
5259,7,Soukankalliot,E4139
5260,91,Soukankuja,E4122
5261,451,Soukankuja,E4123
5262,126,Soukanlahti,E4110
5263,22,Soukanlahti,E4111
5264,230,Soukanmyötäle,E4443
5265,24,Soukansalmentie,E4145
5266,0,Soukansalmentie,E4146
5267,67,Soukantori,E4118
5268,142,Soukantori,E4119
5269,1,Soukanväylä,E4130
5270,3,Sperrings,Ki0924
5271,0,Sperrings sund,Ki0925
5272,4,Sprängmanintie,Si1204
5273,54,Steinerkoulu,V8808
5274,5,Steinerkoulu,V8811
5275,0,Stellberginmäki,Si1509
5276,2,Stenbackantie,Ki1528
5277,3,Stenbackantie,Ki1529
5278,1,Stensinsilta,E1603
5279,3,Stensinsilta,E2432
5280,2,Storkanskog,Ki0907
5281,1,Stor-Kvis,Ki0314
5282,0,Stor-Kvis,Ki0315
5283,0,Stormbacka,E6449
5284,2,Stormbacka,E6450
5285,7,Stor-Rösintie,Si0822
5286,0,Stor-Rösintie,Si0824
5287,3,Storören,Si0501
5288,9,Storören,Si0502
5289,1,Strandkullantie,V3201
5290,1,Strandkullantie,V3202
5291,0,Strömsby,Ki0703
5292,2,Strömsby,Ki0704
5293,0,Stubbacka,Ki0919
5294,265,Sturenkatu,H0654
5295,380,Sturenkatu,H0655
5296,128,Sturenkatu,H2153
5297,9,Stuvunäsintie,Si0404
5298,0,Suinonkuja,E4501
5299,7,Suinonkuja,E4502
5300,1,Suinonsalmi,E4134
5301,4,Suinonsalmi,E4135
5302,58,Suitsikuja,V9494
5303,77,Suitsikuja,V9495
5304,828,Sumatrantie,H3030
5305,282,Sumatrantie,H3031
5306,4,Sumukuja,H4692
5307,179,Sumukuja,H4656
5308,1,Sumukuja,H4655
5309,130,Sundetin puistotie,Ki0213
5310,49,Sundetin puistotie,Ki0214
5311,6,Sundsberginraitti,Ki0207
5312,3,Sundsberginraitti,Ki0208
5313,1,Sundsbergintie,Ki0259
5314,3,Sundsbergintie,Ki0260
5315,41,Suojalantie,V8132
5316,4,Suojalantie,V8141
5317,0,Suolaaksontie,E6909
5318,5,Suolaaksontie,E6910
5319,60,Suolakivenkuja,H4079
5320,46,Suolakivenkuja,H4078
5321,0,Suomantie,V7413
5322,1,Suomelantie,Ke0111
5323,9,Suomelantie,Ke0112
5324,15,Suomensuontie,H4105
5325,14,Suopuronrinne,E7140
5326,5,Suopuronrinne,E7141
5327,76,Suopursuntie,V6001
5328,0,Suosaarentie,V3319
5329,6,Suosaarentie,V3320
5330,0,Suosaarentie,V3394
5331,0,Suosaarentie,V3396
5332,0,Suovatie,H2660
5333,2,Suovatie,V1412
5334,14,Suovatie,V1413
5335,0,Susiraja,H5026
5336,6,Susiraja,H5024
5337,2,Susisuontie,Ki0811
5338,0,Suunnistajankuja,V9113
5339,68,Suurmetsäntie,H3456
5340,19,Suurmetsäntie,H3430
5341,17,Suurmetsäntie,H3429
5342,11,Suurmetsäntie,H3411
5343,29,Suurmetsäntie,H3409
5344,172,Suurmetsäntie,H3410
5345,6,Suurmetsäntie,H3412
5346,84,Suurpellonaukio,E3311
5347,4,Suurpellonaukio,E3310
5348,112,Suursuon sairaala,H2259
5349,3,Suursuontie,H2257
5350,98,Suursuontie,Si2219
5351,51,Suursuontie,Si2223
5352,5,Suutarilantie,H3317
5353,151,Suutarilantie,H3318
5354,5,Suutarilantie,H3353
5355,32,Suutarilantie,H3352
5356,4,Suutarilantie,H3902
5357,12,Suutarilantie,H3903
5358,22,Suvelanristi,E6135
5359,19,Suvelanristi,E6136
5360,115,Suvilahti,H2518
5361,81,Suvilahti,H2519
5362,30,Suvilahti,H2516
5363,4,Suviniitty,E6009
5364,5,Suviniitty,E6022
5365,54,Suvitie,H3205
5366,105,Suvitie,H3206
5367,4,Svanströmintie,H4101
5368,121,Svanströmintie,H4102
5369,2,Svartböle,Si1418
5370,5,Svartböle,Si1419
5371,0,Svartböle,Si1427
5372,5,Svartvik,Ki0111
5373,0,Svartvik,Ki0112
5374,2,Svennas,E5160
5375,0,Svennas,E5163
5376,81,Sydäntie,V7210
5377,18,Sydäntie,V7218
5378,101,Sysimiehentie,H2305
5379,121,Sysimiehentie,H2304
5380,11,Sysitie,Ke0515
5381,12,Syväjärvi,Ki0727
5382,2,Syväjärvi,Ki0741
5383,617,Syystie,H3268
5384,270,Syystie,H3208
5385,122,Syystie,H3267
5386,75,Syystie,H3207
5387,46,Sähkömetsä,V6622
5388,7,Sähkömetsä,V6623
5389,2,Sähkömies,E2207
5390,49,Sähkömies,E2222
5391,1,Säilätie,V9510
5392,585,Säkäkuja,V9415
5393,3,Sälgkulla,Si0603
5394,6,Sälpäkuja,V2308
5395,50,Sälpäkuja,V2309
5396,64,Sänkitie,H1594
5397,0,Sänkitie,H1595
5398,4,Särkilammentie,Si0409
5399,3,Särkilammentie,Si0410
5400,17,Särkiniementie,H1056
5401,333,Särkiniementie,H1057
5402,30,Särkitie,V8643
5403,432,Säteri,E1118
5404,286,Säteri,E1162
5405,35,Säterinkatu,E1174
5406,2,Säterinkatu,E1112
5407,320,Säterinkatu,V5019
5408,101,Säterinpolku,V5018
5409,19,Säterinrinne,E1108
5410,50,Säterinrinne,E1173
5411,0,Sävasund,E4511
5412,8,Sävasund,E4512
5413,2,Säveltie,H3742
5414,16,Säveltie,H3743
5415,24,Säynävätie,E2346
5416,104,Säynävätie,E2347
5417,0,Sääskitie,V8603
5418,217,Söderkulla,Si0814
5419,125,Söderkulla,Si0817
5420,9,Söderkullan kartano,Si0805
5421,0,Söderkullan kartano,Si0806
5422,8,Söderskog,E6167
5423,20,Söderskog,E6168
5424,814,Sörnäinen(M),H2410
5425,2,Sörnäinen(M),H2408
5426,5510,Sörnäinen(M),H2409
5427,1360,Sörnäinen(M),H2411
5428,2823,Sörnäinen(M),H2413
5429,233,Sörnäistenkatu,H3018
5430,69,Sörnäistenkatu,H3019
5431,44,Sörnäistenlaituri,H2561
5432,22,Taavinkuja,H1808
5433,26,Taavinkylä,E2428
5434,102,Taavinkylä,E2429
5435,20,Tahkotie,V4143
5436,1,Tahkotie,V4144
5437,3,Tahvonlahden koulu,H4307
5438,229,Tahvonlahden koulu,H4532
5439,12,Taivallahti,H1281
5440,26,Taivallahti,H1282
5441,114,Taivaskallio,H3095
5442,177,Taivaskallio,H3094
5443,2,Takala,E6957
5444,0,Takala,E6958
5445,7,Takaniementie,H1033
5446,239,Takaniementie,H1032
5447,2,Taka-Niipperi,E7216
5448,116,Taka-Niipperi,E7217
5449,32,Takilatie,H4135
5450,182,Takilatie,H4136
5451,356,Takkatie,H1522
5452,393,Takkatie,H1523
5453,5,Takkumäentie,Ki1762
5454,0,Takkumäentie,Ki1775
5455,102,Takojantie,E2053
5456,217,Takojantie,E2075
5457,9,Takomokuja,H1605
5458,1137,Takomotie,H1519
5459,1938,Takomotie,H1518
5460,403,Talin siirt.puutarha,H1520
5461,197,Talin siirt.puutarha,H1521
5462,72,Talkootie,V6005
5463,24,Talkootie,V6006
5464,0,Tallängen,Si1203
5465,1,Talman koulu,Si1717
5466,14,Talman koulu,Si1718
5467,48,Talman koulu,Si1719
5468,656,Talontie,H1514
5469,253,Talontie,H1511
5470,837,Talontie,H1512
5471,333,Talontie,H1513
5472,4,Talosaarentie,H5007
5473,7,Talosaarentie,H5008
5474,6,Talosaari,H5027
5475,40,Talouskeskus,E7950
5476,0,Talouskeskus,E7956
5477,20,Talvikkitie,V6109
5478,14,Talvitie,V3417
5479,76,Tammihaantie,E1536
5480,9,Tammihaantie,E1541
5481,115,Tammimäentie,V5003
5482,70,Tammimäentie,V5004
5483,3,Tammisalo,H4196
5484,123,Tammisalo,H4197
5485,46,Tammisto,V5009
5486,23,Tammisto,V5010
5487,27,Tammisto,V5023
5488,47,Tammiston kauppatie,V5107
5489,45,Tammiston kauppatie,V5108
5490,45,Tammiston kauppatie,V5109
5491,1,Tammiston kauppatie,V5111
5492,6,Tammistonkatu,V5026
5493,46,Tammistonkuja,V5014
5494,78,Tammistontie,V5001
5495,59,Tammistontie,V5002
5496,3,Tampajantie,Ki1214
5497,0,Tampajantie,Ki1215
5498,226,Tanhuantie,H4408
5499,107,Tanhuantie,H4409
5500,3,Tanhurinne,V8194
5501,2,Tanhurinne,V8195
5502,8,Tanskarla,Ki1112
5503,1,Tanskarla,Ki1113
5504,11,Tapanilan tori,H3389
5505,35,Tapanilan tori,H3388
5506,132,Tapanilan Urheiluk.,H3363
5507,20,Tapanilankaari,H3338
5508,2,Tapanilankaari,H3339
5509,21,Tapaninkyläntie,V5005
5510,53,Tapaninkyläntie,V5006
5511,70,Tapaninkyläntie,V5013
5512,1,Tapaninvainiontie,H3752
5513,30,Tapaninvainiontie,H3193
5514,101,Tapaninvainiontie,H3194
5515,253,Tapiolansilta,E2012
5516,62,Tapiolansilta,E2013
5517,886,Tapiolansolmu,E2016
5518,1167,Tapiolansolmu,E2017
5519,174,Tapionaukio,E2018
5520,129,Tapionaukio,E2019
5521,292,Tapionaukio,E2020
5522,161,Tapionaukio,E2173
5523,42,Tapionaukio,E2174
5524,119,Tapionaukio,E2175
5525,95,Tapionaukio,E2177
5526,1,Tapiontie,V7511
5527,55,Tapiontie,V7512
5528,3,Tapola,V3323
5529,1,Tapolanrinne,V3321
5530,6,Tapolanrinne,V3322
5531,2,Tapolantie,V3311
5532,16,Tapulikaupungintie,H3347
5533,69,Tapulikaupungintie,H3346
5534,1,Tarapotintie,Si0845
5535,0,Tarapotintie,Si0846
5536,15,Tarhurintie,V6016
5537,41,Tarhurintie,V6530
5538,41,Tarkk´ampujankatu,H1201
5539,1,Tarkk´ampujankatu,H1202
5540,1,Tarpoilantie,Si2033
5541,0,Tarpoilantie,Si2034
5542,13,Tarvaspääntie,E1972
5543,64,Tarvaspääntie,E1973
5544,3,Tarvo,H1481
5545,83,Tasankotie,H3454
5546,15,Tasankotie,H3453
5547,190,Tasetie,V5124
5548,4,Tasetie,V5221
5549,0,Tasetie,V5224
5550,82,Tattariharjuntie,H3179
5551,75,Tattariharjuntie,H3180
5552,4,Tattarinmäki,E5162
5553,1,Tattarinmäki,E5165
5554,0,Tattarisilta,H4477
5555,5,Tattarisilta,H4476
5556,46,Tattarisuontie,H3407
5557,253,Tattarisuontie,H3408
5558,46,Tavastkullantie,V1286
5559,41,Tavastkullantie,V1289
5560,8,Tavitie,V8145
5561,39,Tavitie,V8146
5562,9,Teekkarikylä,E2208
5563,178,Teekkarikylä,E2209
5564,35,Teerisuonkuja,H3373
5565,49,Teerisuonkuja,H3372
5566,65,Teerisuontie,H3375
5567,80,Teerisuontie,H3374
5568,24,Teeritie,V8104
5569,154,Teeritie,V8105
5570,26,Tehtaanpuisto,H1180
5571,225,Tehtaanpuisto,H1179
5572,2,Tekniikan museo,H3069
5573,159,Tekniikan museo,H3048
5574,111,Tekniikan museo,H3070
5575,46,Tekniikantie,E2210
5576,98,Teknikontie,V5321
5577,18,Teknikontie,V5338
5578,46,Telamäentie,E2340
5579,15,Telamäentie,E3134
5580,18,Telamäentie,E3135
5581,207,Telekatu,H2176
5582,316,Telekatu,H2175
5583,343,Teollisuuskatu,H2105
5584,3,Teollisuustie,Ki1702
5585,0,Teollisuustie,Ki1703
5586,199,Terhotie,V1288
5587,46,Terhotie,V1291
5588,9,Terijoentie,E2057
5589,24,Terijoentie,E2058
5590,11,Terrintie,H3427
5591,49,Terrintie,H3428
5592,8,Tervahaudankatu,Ke0712
5593,0,Tervahaudankatu,Ke0713
5594,8,Tervahaudantie,V8003
5595,67,Tervahaudantie,V8004
5596,33,Tervastie,H2282
5597,9,Tervastie,H2283
5598,83,Terveyskeskus,Ka1710
5599,29,Terveyskeskus,Ka1711
5600,4,Terästie,Ke0516
5601,17,Terästie,Ke0517
5602,2,Terätie,V1325
5603,1,Testamenttitie,Ki1739
5604,0,Testamenttitie,Ki1740
5605,6,Teuvo Pakkalan tie,H1746
5606,114,Teuvo Pakkalan tie,H1637
5607,141,Teuvo Pakkalan tie,H1636
5608,44,Teuvontie,V7503
5609,58,Teuvontie,V7599
5610,1,Thalianaukio,H1506
5611,0,Thalianaukio,H1748
5612,333,Thalianaukio,H1657
5613,586,Thalianaukio,H1656
5614,49,Tietotie,E2218
5615,5,Tietotie,E2219
5616,136,Tietäjä,E2073
5617,593,Tietäjä,E2227
5618,1,Tiilenvalajantie,E4217
5619,17,Tiilenvalajantie,E4218
5620,1,Tiilimäki,H1483
5621,2,Tiilimäki,H0125
5622,0,Tiilipolku,H1467
5623,4,Tiilismäki,E4213
5624,6,Tiilismäki,E4214
5625,1,Tiistinniitty,E3138
5626,110,Tiistinniitty,E3139
5627,100,Tikkurilan jäähalli,V6325
5628,117,Tikkurilan jäähalli,V6326
5629,153,Tikkurilan lukio,V6231
5630,107,Tikkurilan matkakesk,V6107
5631,1094,Tikkurilan matkakesk,V6145
5632,607,Tikkurilan matkakesk,V6146
5633,317,Tikkurilan matkakesk,V6147
5634,177,Tikkurilan matkakesk,V6148
5635,1457,Tikkurilan matkakesk,V6149
5636,468,Tikkurilan matkakesk,V6150
5637,5,Tikkurilan matkakesk,V6151
5638,949,Tikkurilan matkakesk,V6152
5639,661,Tikkurilan matkakesk,V6153
5640,560,Tikkurilan matkakesk,V6154
5641,240,Tikkurilan matkakesk,V6155
5642,123,Tikkurilan urheilup.,V6307
5643,66,Tikkurilan urheilup.,V6308
5644,54,Tikkurilan urheilup.,V6323
5645,15,Tikkurilan urheilup.,V6324
5646,0,Tikkurilantie,V2122
5647,4,Tikkurilantie,V2131
5648,1,Tikkurilantie,V2133
5649,41,Tikkuritie,H3350
5650,11,Tikkuritie,H3901
5651,2,Tikkuritie,H3351
5652,108,Tilanhoitajankaari,H3474
5653,490,Tilanhoitajankaari,H3473
5654,54,Tilanhoitajankaari,H3479
5655,329,Tilkka,H1927
5656,1309,Tilkka,H1926
5657,576,Tilkka,H1929
5658,0,Tillinkuja,E4224
5659,61,Tillinkuja,E4225
5660,0,Tillinmaa,E4251
5661,31,Tillinmaa,E4252
5662,31,Tillinmäki,E4228
5663,7,Tillinmäki,E4229
5664,23,Tillintulli,E4221
5665,5,Tillintulli,E4256
5666,0,Timmermalmintie,V2007
5667,7,Timmermalmintie,V2008
5668,1,Timpurinkuja,E1023
5669,1,Timpurinkuja,E1048
5670,63,Tinasepäntie,H2207
5671,71,Tinasepäntie,H2208
5672,5,Tinatie,Ki0224
5673,10,Tinatie,Ki0227
5674,2,TNT,V5331
5675,100,Toinen savu,V5237
5676,6,Toinen savu,V5238
5677,1,Tolarintie,H1753
5678,0,Tolarintie,H1754
5679,35,Tolkinkyläntie,V4013
5680,25,Tolkinkyläntie,V4014
5681,12,Tollinmäki,E6831
5682,1,Tollinmäki,E6832
5683,5,Tollinportti,E6320
5684,4,Tollinportti,E6321
5685,6,Tolsa,Ki0441
5686,4,Tolsa,Ki0612
5687,7,Tolsanportti,Ki0415
5688,1,Tolsanportti,Ki0416
5689,101,Tonttupolku,E2146
5690,2,Tonttupolku,E2147
5691,10,Toppelund,E2342
5692,62,Toppelund,E2343
5693,1,Torpanmäki,Si0807
5694,178,Torpparinmäentie,H2289
5695,203,Torpparinmäentie,H2288
5696,0,Torskulla,E7188
5697,2,Toukopolku,V6211
5698,12,Toukopolku,V6212
5699,170,Trillakatu,E1826
5700,186,Trillakatu,E1827
5701,188,Trumpettitie,H1692
5702,38,Trumpettitie,H1693
5703,0,Träskomossen,Si1412
5704,0,Träskomossen,Si1413
5705,28,Träskändan kartano,E6329
5706,13,Träskändan kartano,E6330
5707,387,Träskändanristi,E6332
5708,119,Träskändanristi,E6333
5709,57,Träskändanristi,E6342
5710,1,Tuhkimontie,H5028
5711,2,Tuijantie,Ke0601
5712,36,Tuijantie,Ke0901
5713,286,Tukholmankatu,H1381
5714,1510,Tukholmankatu,H1380
5715,1,Tukkilantie,Ke0704
5716,2,Tukkilantie,Ke0705
5717,15,Tukkurinsilta,E4923
5718,121,Tukkurinsilta,E4924
5719,5,Tuliniementie,V9805
5720,13,Tuliniementie,V9806
5721,53,Tulisuonkuja,H4211
5722,44,Tulisuonkuja,H4210
5723,1,Tullisaari 1,H4149
5724,55,Tullisaari 1,H4148
5725,0,Tullisaari 2,H4151
5726,8,Tullisaari 2,H4150
5727,13,Tullivuorenkuja,H3366
5728,144,Tullivuorenkuja,H3367
5729,23,Tulppatie,H4239
5730,1,Tuna,E6827
5731,71,Tunnelitie,H1647
5732,159,Tunnelitie,H1648
5733,0,Tunnelitie,H1736
5734,0,Tunnelitie,H1737
5735,0,Tuohimäentie,H2669
5736,1,Tuohimäentie,H2668
5737,150,Tuohimäki,E2071
5738,9,Tuohipolku,V2415
5739,1,Tuohipolku,V2416
5740,4,Tuomarilan asema,E6137
5741,65,Tuomarilan asema,E6138
5742,41,Tuomarilankallio,E6054
5743,126,Tuomarilankallio,E6055
5744,7,Tuomarilanrinne,E6057
5745,21,Tuomarilanrinne,E6058
5746,5,Tuomarinkyläntie,H2449
5747,56,Tuomarinkyläntie,H2450
5748,0,Tuomikatu,Ke0606
5749,2,Tuomikatu,Ke0906
5750,70,Tuorinniemi,H4083
5751,27,Tuorinniemi,H4084
5752,33,Tupasaarentie,H4022
5753,27,Tupasaarentie,H4023
5754,2,Tupasaarentie,H4781
5755,30,Tupasaari,H4003
5756,157,Tupasaari,H4002
5757,28,Tupavuori,H4762
5758,5,Turkistie,E5110
5759,0,Turvapolku,H2350
5760,1,Turvapolku,H2353
5761,3,Turvesolmu,E2505
5762,4,Turvesolmu,E2506
5763,3,Turvesuonristi,E2503
5764,4,Turvesuonristi,E2504
5765,118,Turvesuontie,E1216
5766,85,Turvesuontie,E1217
5767,18,Tuukkalankuja,H4883
5768,81,Tuukkalantie,H4469
5769,5,Tuulensuunraitti,Ki1704
5770,0,Tuulensuunraitti,Ki1705
5771,36,Tuulensuuntie,V5147
5772,12,Tuulensuuntie,V5215
5773,42,Tuulikintie,V7504
5774,67,Tuulikintie,V7505
5775,5,Tuulimyllyntie,H4807
5776,994,Tuuliniitty,E2014
5777,1122,Tuuliniitty,E2015
5778,2,Tuupakankuja,V4123
5779,7,Tuupakankuja,V4124
5780,6,Tuupakanmäki,V4137
5781,50,Tuupakka,V4108
5782,50,Tuupakka,V4109
5783,11,Tuupakka,V4112
5784,14,Tuusulantie,V6802
5785,59,Tuusulantie,V6833
5786,772,Tuusulanväylä,H2233
5787,307,Tuusulanväylä,H2232
5788,88,Tv-keskus,H2091
5789,452,Tv-keskus,H2090
5790,35,Tynnyrintekijänkatu,H3000
5791,65,Tynnyrintekijänkatu,H3001
5792,527,Tynnyrintekijänkatu,H2551
5793,132,Tynnyrintekijänkatu,H2550
5794,1,Tyynylaavankuja,H4918
5795,6,Työväen Akatemia,Ka1725
5796,122,Työväen Akatemia,Ka1726
5797,4,Tähdenlennontie,E3270
5798,35,Tähdenlennontie,E3213
5799,252,Tähkäkuja,V6298
5800,62,Tähkäkuja,V6299
5801,29,Tähkätie,H1533
5802,375,Tähkätie,H1532
5803,1,Tähkätie,H1819
5804,3,Tähkätie,H1820
5805,0,Tähtikalliontie,E3221
5806,54,Tähtisateenpuisto,E3262
5807,3,Tähtitaivaantie,V3405
5808,4,Tähtitaivaantie,V3406
5809,9,Täkykuja,H4910
5810,2,Täkykuja,H4911
5811,4,Tärskogintie,Si2027
5812,4,Tärskogintie,Si2028
5813,130,Töölön kirjasto,H1315
5814,28,Töölön kisahalli,H2065
5815,109,Töölön kisahalli,H2064
